CountOfSubdomains,DomainLenght,CountOfCharInFQDN,CountOfSuffix,CountOfDigitsInFQDN,CountOfLettersInFQDN,CountOfDirectory,CountOfLetters,CountOfDigitInURL,CountOfCharInURL,CountOfPercent,CountOfQuestion,CountOfEqual,CountOfAmpersand,malicious
1,3,14,0,0,12,4,27,0,0,0,0,0,0,1
1,3,13,0,0,11,4,27,0,0,0,0,0,0,1
1,3,12,0,0,10,3,27,0,0,0,0,1,0,1
1,3,13,0,0,11,4,27,0,0,0,0,0,0,1
1,3,13,0,0,11,4,27,0,0,0,0,0,0,1
1,3,12,0,0,10,3,27,0,0,0,0,1,0,1
1,3,20,1,0,17,3,28,0,0,0,0,0,0,1
1,3,32,0,2,28,2,28,2,0,0,0,0,0,1
1,3,11,0,0,9,4,28,0,0,0,0,0,0,1
1,3,20,0,0,18,2,29,0,0,0,0,0,0,1
1,3,18,0,0,16,3,28,1,0,0,0,0,0,1
1,3,32,2,1,27,2,27,1,0,0,0,0,0,1
1,3,32,0,2,28,2,28,2,0,0,0,0,0,1
1,3,32,1,0,29,2,29,0,0,0,0,0,0,1
1,3,11,0,0,9,4,9,19,0,0,0,0,0,1
1,3,32,0,0,30,2,30,0,0,0,0,0,0,1
1,3,32,1,0,29,2,29,0,0,0,0,0,0,1
1,3,32,0,1,29,2,29,1,0,0,0,0,0,1
1,3,32,0,0,30,2,30,0,0,0,0,0,0,1
1,3,32,3,0,27,2,27,0,0,0,0,0,0,1
1,3,18,0,0,16,4,28,0,0,0,0,0,0,1
1,3,13,0,0,11,5,28,0,0,0,0,0,0,1
1,3,17,0,0,15,3,29,0,0,0,0,0,0,1
1,3,25,0,0,23,3,29,0,0,0,0,0,0,1
1,3,17,1,1,13,4,25,1,0,0,0,0,0,1
1,3,22,1,0,19,2,28,0,0,0,0,0,0,1
1,3,10,0,0,8,3,29,0,0,0,0,0,0,1
1,3,17,1,1,13,3,27,1,0,0,0,0,0,1
1,3,32,2,1,27,2,27,1,0,0,0,0,0,1
1,3,32,2,1,27,2,27,1,0,0,0,0,0,1
1,3,25,1,0,22,3,28,0,0,0,0,0,0,1
1,3,13,0,0,11,3,29,0,0,0,0,0,0,1
1,3,18,0,0,16,4,28,0,0,0,0,0,0,1
1,3,16,0,0,14,3,27,1,0,0,0,0,0,1
1,3,17,0,0,15,4,27,0,0,0,0,0,0,1
1,3,17,0,0,15,4,29,0,0,0,0,0,0,1
1,3,22,0,0,20,2,29,0,0,0,0,0,0,1
1,3,32,0,0,29,2,29,0,0,0,0,0,0,1
2,4,26,1,1,21,3,25,1,0,0,0,0,0,1
2,4,29,1,3,21,2,21,5,0,0,0,0,0,1
1,3,11,0,0,9,2,30,0,0,0,0,0,0,1
1,3,13,0,0,11,4,27,0,0,0,0,0,0,1
1,3,13,0,0,11,4,27,0,0,0,0,0,0,1
1,3,12,0,0,10,3,27,0,0,0,0,1,0,1
1,3,13,0,0,11,4,27,0,0,0,0,0,0,1
1,3,13,0,0,11,4,27,0,0,0,0,0,0,1
1,3,12,0,0,10,3,27,0,0,0,0,1,0,1
1,3,13,0,0,11,4,27,0,0,0,0,0,0,1
1,3,13,0,0,11,4,27,0,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,23,6,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,24,5,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,26,3,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,27,2,0,0,0,0,0,1
1,3,14,0,0,12,3,25,4,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
1,3,14,0,0,12,3,29,0,0,0,0,0,0,1
1,3,14,0,0,12,3,28,1,0,0,0,0,0,1
